SNID,IAUC,host,RA,Dec,RA_host,Dec_host,zhel,zcmb,zhelerr,zHD,zHDerr,PV,vpecerr,RA_group,Dec_group,zhel_group,zcmb_group,zHD_group,PV_group,in_group,has_host,is_SNz
05D4cs,,,334.324243,-17.880150,,,0.790000,0.788055,0.010000,0.78807,0.01011,-3,250,,,,,,,0,0,1
05D4cw,,,333.708668,-17.738765,,,0.375000,0.373508,0.001000,0.37353,0.00152,-5,250,,,,,,,0,0,0
05D4dt,,,333.607695,-17.671111,,,0.407000,0.405474,0.001000,0.40550,0.00154,-5,250,,,,,,,0,0,0
05D4dw,,,334.232825,-18.051461,,,0.855000,0.852988,0.001000,0.85300,0.00184,-2,250,,,,,,,0,0,0
05D4dy,,,333.875495,-18.215502,,,0.810000,0.808043,0.010000,0.80806,0.01011,-2,250,,,,,,,0,0,1
05D4ef,,,333.497104,-18.212345,,,0.605000,0.603268,0.001000,0.60328,0.00167,-3,250,,,,,,,0,0,0
05D4ej,,,333.968823,-18.195719,,,0.585000,0.583285,0.001000,0.58330,0.00166,-3,250,,,,,,,0,0,0
05D4ek,,,334.114653,-17.736316,,,0.536000,0.534331,0.001000,0.53435,0.00162,-4,250,,,,,,,0,0,0
05D4ev,,,333.376765,-17.700785,,,0.722000,0.720134,0.001000,0.72015,0.00175,-3,250,,,,,,,0,0,0
05D4ff,,,334.083998,-18.042557,,,0.402000,0.400480,0.001000,0.40050,0.00154,-4,250,,,,,,,0,0,0
05D4fg,,,334.172282,-17.595461,,,0.839000,0.836999,0.001000,0.83702,0.00183,-3,250,,,,,,,0,0,0
05D4fo,,,333.837135,-17.268076,,,0.373000,0.371504,0.001000,0.37153,0.00152,-5,250,,,,,,,0,0,0
05D4gw,,,333.697318,-17.531901,,,0.808000,0.806036,0.001000,0.80605,0.00181,-3,250,,,,,,,0,0,0
05D4hn,,,334.306516,-17.912704,,,0.842000,0.840000,0.001000,0.84002,0.00183,-3,250,,,,,,,0,0,0
06D2bk,,,149.678628,2.171984,,,0.499000,0.500735,0.001000,0.50067,0.00160,12,250,,,,,,,0,0,0
06D2ca,,,149.789823,2.302517,,,0.531000,0.532773,0.001000,0.53271,0.00162,12,250,,,,,,,0,0,0
06D2cc,,,149.862030,2.451355,,,0.532000,0.533774,0.001000,0.53372,0.00162,12,250,,,,,,,0,0,0
06D2cd,,,150.241504,2.534039,,,0.930000,0.932239,0.001000,0.93219,0.00190,8,250,,,,,,,0,0,0
06D2ce,,,150.434247,2.713314,,,0.820000,0.822113,0.010000,0.82206,0.01011,8,250,,,,,,,0,0,1
06D2ck,,,150.366733,1.863630,,,0.552000,0.553805,0.001000,0.55375,0.00164,12,250,,,,,,,0,0,0
06D2ga,,,149.783787,1.938493,,,0.840000,0.842133,0.010000,0.84208,0.01012,8,250,,,,,,,0,0,1
06D2gb,,,150.197581,1.985406,,,0.442000,0.443675,0.001000,0.44361,0.00156,14,250,,,,,,,0,0,0
06D3bz,,,214.291840,53.024826,,,0.727000,0.727669,0.001000,0.72774,0.00175,-12,250,,,,,,,0,0,0
06D3cc,,,214.381668,52.912473,,,0.683000,0.683653,0.001000,0.68372,0.00172,-12,250,,,,,,,0,0,0
06D3df,,,215.571703,52.957682,,,0.442000,0.442542,0.001000,0.44263,0.00156,-18,250,,,,,,,0,0,0
06D3do,,,214.247465,52.882543,,,0.726000,0.726672,0.001000,0.72674,0.00175,-12,250,,,,,,,0,0,0
06D3ed,,,214.699174,52.756559,,,0.404000,0.404543,0.001000,0.40463,0.00154,-19,250,,,,,,,0,0,0
06D3el,,,214.254528,52.232401,,,0.519000,0.519605,0.001000,0.51968,0.00161,-15,250,,,,,,,0,0,0
06D3em,,,214.847581,53.023013,,,0.690000,0.690646,0.010000,0.69072,0.01010,-12,250,,,,,,,0,0,1
06D3en,,,215.305567,52.456079,,,1.060000,1.060794,0.010000,1.06085,0.01015,-9,250,,,,,,,0,0,1
06D3et,,,215.519873,52.338366,,,0.576000,0.576606,0.001000,0.57668,0.00165,-14,250,,,,,,,0,0,0
06D3gh,,,214.630912,52.442908,,,0.720000,0.720674,0.001000,0.72074,0.00175,-12,250,,,,,,,0,0,0
06D3gx,,,214.263474,52.936252,,,0.760000,0.760684,0.010000,0.76075,0.01011,-11,250,,,,,,,0,0,1
06D4ba,,,333.898906,-18.229116,,,0.700000,0.698162,0.010000,0.69818,0.01010,-3,250,,,,,,,0,0,1
06D4bo,,,333.867138,-17.409183,,,0.552000,0.550311,0.001000,0.55033,0.00163,-4,250,,,,,,,0,0,0
06D4bw,,,333.765511,-17.883454,,,0.732000,0.730123,0.001000,0.73014,0.00176,-3,250,,,,,,,0,0,0
06D4ce,,,334.321856,-17.235937,,,0.850000,0.847980,0.010000,0.84800,0.01012,-3,250,,,,,,,0,0,1
06D4cl,,,334.237720,-17.450634,,,1.000000,0.997820,0.010000,0.99784,0.01014,-2,250,,,,,,,0,0,1
06D4co,,,333.860492,-17.869185,,,0.437000,0.435442,0.001000,0.43546,0.00156,-4,250,,,,,,,0,0,0
06D4cq,,,334.231344,-17.711980,,,0.411000,0.409466,0.001000,0.40949,0.00154,-5,250,,,,,,,0,0,0
06D4dh,,,333.582053,-17.585009,,,0.303000,0.301586,0.001000,0.30161,0.00148,-6,250,,,,,,,0,0,0
000006,,,53.366450,-28.371522,,,0.230900,0.230439,0.001000,0.23041,0.00143,7,250,,,,,,,0,0,0
000010,,,149.748996,3.157531,,,0.244500,0.245937,0.001000,0.24585,0.00144,21,250,,,,,,,0,0,0
000011,,,149.975917,2.411900,,,0.380000,0.381599,0.001000,0.38153,0.00153,15,250,,,,,,,0,0,0
000014,,,35.877963,-4.636322,,,0.136900,0.135987,0.001000,0.13614,0.00138,-40,250,,,,,,,0,0,0
000034,,,36.066438,-3.186536,,,0.254200,0.253190,0.001000,0.25330,0.00145,-25,250,,,,,,,0,0,0
000038,,,35.095663,-4.672508,,,0.151300,0.150361,0.001000,0.15050,0.00139,-37,250,,,,,,,0,0,0
000091,,,129.328904,44.333733,,,0.152000,0.152669,0.001000,0.15284,0.00139,-44,250,,,,,,,0,0,0
000137,2010bb,,161.159267,57.811122,,,0.118200,0.118782,0.001000,0.11901,0.00137,-62,250,,,,,,,0,0,0
000142,,,162.309246,58.467231,,,0.436000,0.436732,0.001000,0.43683,0.00156,-21,250,,,,,,,0,0,0
000174,2010bc,,162.029425,56.850153,,,0.244300,0.244973,0.001000,0.24511,0.00144,-33,250,,,,,,,0,0,0
000190,,,148.988471,2.263464,,,0.101100,0.102369,0.001000,0.10221,0.00136,44,250,,,,,,,0,0,0
000196,,,150.115071,2.694033,,,0.349100,0.350663,0.001000,0.35059,0.00151,16,250,,,,,,,0,0,0
000199,,,151.231400,2.590919,,,0.370000,0.371598,0.001000,0.37153,0.00152,16,250,,,,,,,0,0,0
000202,,,150.539146,1.899169,,,0.618000,0.619884,0.001000,0.61983,0.00168,11,250,,,,,,,0,0,0
000215,,,150.809929,3.144225,,,0.464900,0.466602,0.001000,0.46654,0.00158,13,250,,,,,,,0,0,0
000220,,,150.536754,2.718564,,,0.218400,0.219815,0.001000,0.21972,0.00143,24,250,,,,,,,0,0,0
000236,,,131.580175,44.073050,,,0.195300,0.196024,0.001000,0.19616,0.00141,-34,250,,,,,,,0,0,0
000248,2010be,,34.943979,-3.202908,,,0.183200,0.182226,0.001000,0.18236,0.00140,-34,250,,,,,,,0,0,0
000420,,,149.820000,1.613486,,,0.310000,0.311520,0.001000,0.31144,0.00148,19,250,,,,,,,0,0,0
010043,2010ap,,129.052525,44.007089,,,0.140000,0.140664,0.001000,0.14084,0.00138,-46,250,,,,,,,0,0,0
020021,,,131.711192,45.492033,,,0.260000,0.260739,0.001000,0.26086,0.00145,-28,250,,,,,,,0,0,0
020027,,,186.336158,46.015208,,,0.109100,0.109875,0.001000,0.11001,0.00136,-37,250,,,,,,,0,0,0
020090,,,212.879413,53.579578,,,0.409400,0.409954,0.001000,0.41004,0.00154,-19,250,,,,,,,0,0,0
020096,,,161.314113,58.192711,,,0.225000,0.225629,0.001000,0.22578,0.00143,-37,250,,,,,,,0,0,0
020132,,,150.088325,1.418125,,,0.145400,0.146732,0.001000,0.14660,0.00138,35,250,,,,,,,0,0,0
020176,,,211.862400,53.342917,,,0.260000,0.260510,0.001000,0.26062,0.00145,-27,250,,,,,,,0,0,0
030006,,,162.524513,58.777419,,,0.502000,0.502757,0.001000,0.50285,0.00160,-19,250,,,,,,,0,0,0
030066,,,150.183392,3.403975,,,0.224100,0.225516,0.001000,0.22542,0.00143,23,250,,,,,,,0,0,0
040111,,,150.501875,2.060506,,,0.368100,0.369692,0.001000,0.36962,0.00152,16,250,,,,,,,0,0,0
040137,,,214.460433,52.801050,,,0.447000,0.447562,0.001000,0.44765,0.00157,-17,250,,,,,,,0,0,0
040150,,,162.097796,57.148203,,,0.381000,0.381739,0.001000,0.38185,0.00153,-23,250,,,,,,,0,0,0
040166,,,214.119617,54.053561,,,0.439500,0.440040,0.001000,0.44013,0.00156,-18,250,,,,,,,0,0,0
040201,2010ez,,184.459583,47.446761,,,0.279000,0.279874,0.001000,0.27995,0.00146,-19,250,,,,,,,0,0,0
040301,2010fa,,213.257804,54.462981,,,0.372600,0.373118,0.001000,0.37321,0.00152,-21,250,,,,,,,0,0,0
040780,2010fc,,243.619471,54.725811,,,0.230600,0.230663,0.001000,0.23082,0.00143,-38,250,,,,,,,0,0,0
040782,2010fb,,242.076700,54.908150,,,0.337300,0.337391,0.001000,0.33751,0.00150,-27,250,,,,,,,0,0,0
050003,2010fe,,242.219333,55.004811,,,0.426800,0.426894,0.001000,0.42700,0.00155,-23,250,,,,,,,0,0,0
050005,2010fd,,211.812175,53.997611,,,0.527900,0.528506,0.001000,0.52858,0.00162,-15,250,,,,,,,0,0,0
050044,2010ff,,212.333075,54.262544,,,0.270000,0.270493,0.001000,0.27061,0.00146,-27,250,,,,,,,0,0,0
050088,2010fg,,184.173138,46.690025,,,0.241600,0.242465,0.001000,0.24255,0.00144,-20,250,,,,,,,0,0,0
050201,2010fj,,241.703358,54.980933,,,0.550000,0.550112,0.001000,0.55021,0.00163,-18,250,,,,,,,0,0,0
050203,,,242.792958,55.122306,,,0.576000,0.576092,0.001000,0.57619,0.00165,-18,250,,,,,,,0,0,0
050221,,,212.663967,53.989656,,,0.530000,0.530595,0.001000,0.53067,0.00162,-15,250,,,,,,,0,0,0
050251,2010fh,,214.327367,53.978319,,,0.387200,0.387719,0.001000,0.38781,0.00153,-20,250,,,,,,,0,0,0
050291,2010fn,,244.566133,55.384706,,,0.325300,0.325348,0.001000,0.32548,0.00149,-29,250,,,,,,,0,0,0
050293,2010fm,,244.448775,55.302289,,,0.360000,0.360051,0.001000,0.36017,0.00151,-27,250,,,,,,,0,0,0
050296,2010fl,,243.450904,55.608539,,,0.350800,0.350864,0.001000,0.35099,0.00151,-27,250,,,,,,,0,0,0
050301,2010fo,,244.724196,55.782911,,,0.347000,0.347043,0.001000,0.34717,0.00150,-28,250,,,,,,,0,0,0
050303,2010fi,,241.436804,56.074417,,,0.328200,0.328290,0.001000,0.32842,0.00149,-29,250,,,,,,,0,0,0
050577,2010fu,,185.443596,46.653653,,,0.460000,0.461010,0.001000,0.46107,0.00158,-12,250,,,,,,,0,0,0
050580,2010fr,,212.990704,52.071847,,,0.450000,0.450598,0.001000,0.45068,0.00157,-17,250,,,,,,,0,0,0
050596,2010fq,,185.497792,45.847169,,,0.379000,0.379972,0.001000,0.38003,0.00152,-13,250,,,,,,,0,0,0
050601,2010fp,,183.527104,46.992303,,,0.350000,0.350938,0.001000,0.35101,0.00151,-15,250,,,,,,,0,0,0
050607,2010fs,,213.513917,53.362189,,,0.438700,0.439261,0.001000,0.43935,0.00156,-18,250,,,,,,,0,0,0
070242,2010gy,,36.800154,-4.534686,,,0.065000,0.064160,0.001000,0.06454,0.00134,-106,250,,,,,,,0,0,0
070955,,,241.475371,55.197831,,,0.349100,0.349199,0.001000,0.34932,0.00151,-27,250,,,,,,,0,0,0
080308,,,242.669433,55.928428,,,0.338000,0.338074,0.001000,0.33820,0.00150,-28,250,,,,,,,0,0,0
080646,,,334.622213,0.941486,,,0.319700,0.318125,0.001000,0.31822,0.00149,-22,250,,,,,,,0,0,0
080723,,,34.986367,-3.960606,,,0.431300,0.430127,0.001000,0.43020,0.00156,-16,250,,,,,,,0,0,0
080735,,,333.873617,0.541908,,,0.635000,0.633056,0.001000,0.63312,0.00169,-12,250,,,,,,,0,0,0
090034,,,131.065246,43.308017,,,0.027500,0.028128,0.001000,0.02875,0.00132,-183,250,,,,,,,0,0,0
090037,,,130.015988,43.421450,,,0.144700,0.145386,0.001000,0.14555,0.00138,-44,250,,,,,,,0,0,0
090201,,,353.328271,-0.950711,,,0.510000,0.508165,0.001000,0.50825,0.00161,-16,250,,,,,,,0,0,0
090275,,,54.072088,-28.051511,,,0.140000,0.139584,0.001000,0.13955,0.00138,10,250,,,,,,,0,0,0
091869,,,351.907483,-1.762453,,,0.290000,0.288432,0.001000,0.28854,0.00147,-25,250,,,,,,,0,0,0
100020,,,131.680333,44.003492,,,0.247000,0.247757,0.001000,0.24787,0.00144,-28,250,,,,,,,0,0,0
100090,,,131.827975,43.408114,,,0.172100,0.172823,0.001000,0.17297,0.00140,-37,250,,,,,,,0,0,0
100101,,,132.140975,43.985247,,,0.428800,0.429674,0.001000,0.42976,0.00156,-18,250,,,,,,,0,0,0
100163,,,35.442342,-5.151600,,,0.318800,0.317734,0.001000,0.31782,0.00149,-19,250,,,,,,,0,0,0
100206,,,52.518175,-28.256692,,,0.217000,0.216526,0.001000,0.21650,0.00142,7,250,,,,,,,0,0,0
100213,,,53.067150,-27.194308,,,0.275600,0.275106,0.001000,0.27509,0.00146,5,250,,,,,,,0,0,0
100358,,,352.444446,0.590506,,,0.367800,0.366130,0.001000,0.36623,0.00152,-22,250,,,,,,,0,0,0
100405,,,53.628550,-27.320578,,,0.103400,0.102984,0.001000,0.10294,0.00136,11,250,,,,,,,0,0,0
110024,,,353.382150,0.140017,,,0.511000,0.509159,0.001000,0.50924,0.00161,-17,250,,,,,,,0,0,0
110030,,,351.445996,0.396300,,,0.178800,0.177359,0.001000,0.17752,0.00140,-40,250,,,,,,,0,0,0
110031,,,351.983125,0.339414,,,0.292000,0.290422,0.001000,0.29054,0.00147,-27,250,,,,,,,0,0,0
110033,,,34.903133,-3.529244,,,0.205700,0.204708,0.001000,0.20483,0.00142,-30,250,,,,,,,0,0,0
110034,,,334.461671,1.042722,,,0.236400,0.234925,0.001000,0.23504,0.00144,-28,250,,,,,,,0,0,0
110036,,,334.379275,1.255411,,,0.203000,0.201565,0.001000,0.20169,0.00142,-32,250,,,,,,,0,0,0
110425,,,132.011479,44.449286,,,0.380000,0.380833,0.001000,0.38093,0.00153,-20,250,,,,,,,0,0,0
110426,,,130.013129,44.894333,,,0.540000,0.540892,0.001000,0.54097,0.00163,-16,250,,,,,,,0,0,0
110430,,,132.249550,44.865683,,,0.420000,0.420852,0.001000,0.42094,0.00155,-19,250,,,,,,,0,0,0
110431,,,131.356271,44.060275,,,0.342000,0.342810,0.001000,0.34291,0.00150,-22,250,,,,,,,0,0,0
110460,,,53.844758,-27.840278,,,0.200000,0.199556,0.001000,0.19953,0.00141,7,250,,,,,,,0,0,0
110478,,,53.580304,-27.568903,,,0.265100,0.264624,0.001000,0.26460,0.00145,5,250,,,,,,,0,0,0
110484,,,129.185967,44.554736,,,0.510000,0.510870,0.001000,0.51095,0.00161,-16,250,,,,,,,0,0,0
110536,,,54.332517,-26.901747,,,0.235200,0.234746,0.001000,0.23472,0.00144,5,250,,,,,,,0,0,0
110542,,,131.820258,45.297622,,,0.426100,0.426942,0.001000,0.42703,0.00155,-19,250,,,,,,,0,0,0
110567,,,52.713146,-26.459983,,,0.214900,0.214416,0.001000,0.21440,0.00142,5,250,,,,,,,0,0,0
110716,,,128.985792,43.494511,,,0.315000,0.315774,0.001000,0.31588,0.00148,-23,250,,,,,,,0,0,0
110719,,,129.923071,43.964425,,,0.427000,0.427844,0.001000,0.42793,0.00156,-18,250,,,,,,,0,0,0
110721,,,130.216196,44.114303,,,0.577300,0.578234,0.001000,0.57831,0.00165,-14,250,,,,,,,0,0,0
110734,,,131.068917,45.344206,,,0.401300,0.402117,0.001000,0.40221,0.00154,-20,250,,,,,,,0,0,0
120044,,,148.791946,1.730247,,,0.480000,0.481707,0.001000,0.48164,0.00159,13,250,,,,,,,0,0,0
120085,,,150.470946,2.042647,,,0.320600,0.322136,0.001000,0.32206,0.00149,18,250,,,,,,,0,0,0
120086,,,150.789021,2.143386,,,0.391000,0.392620,0.001000,0.39255,0.00153,15,250,,,,,,,0,0,0
120094,,,150.526163,2.087794,,,0.450000,0.451687,0.001000,0.45162,0.00157,14,250,,,,,,,0,0,0
120143,,,163.682438,58.626564,,,0.173000,0.173596,0.001000,0.17378,0.00140,-46,250,,,,,,,0,0,0
120225,,,150.817817,3.474947,,,0.106000,0.107283,0.001000,0.10713,0.00136,41,250,,,,,,,0,0,0
120243,,,36.433638,-3.196211,,,0.340000,0.338929,0.001000,0.33902,0.00150,-20,250,,,,,,,0,0,0
120336,,,149.082342,1.409467,,,0.160000,0.161341,0.001000,0.16122,0.00139,32,250,,,,,,,0,0,0
120369,,,150.995250,2.262419,,,0.329000,0.330549,0.001000,0.33047,0.00149,18,250,,,,,,,0,0,0
120400,,,149.628442,2.871781,,,0.350000,0.351559,0.001000,0.35149,0.00151,16,250,,,,,,,0,0,0
120444,,,51.682004,-27.936236,,,0.300000,0.299472,0.001000,0.29945,0.00147,5,250,,,,,,,0,0,0
120585,,,35.773475,-3.610347,,,0.250000,0.248989,0.001000,0.24909,0.00144,-25,250,,,,,,,0,0,0
120586,,,52.146967,-27.340967,,,0.230000,0.229505,0.001000,0.22948,0.00143,5,250,,,,,,,0,0,0
130451,,,54.501675,-28.011444,,,0.225200,0.224762,0.001000,0.22473,0.00143,7,250,,,,,,,0,0,0
130514,,,130.231675,44.791742,,,0.105000,0.105644,0.001000,0.10586,0.00136,-59,250,,,,,,,0,0,0
130755,,,183.731592,46.575906,,,0.292000,0.292905,0.001000,0.29298,0.00147,-17,250,,,,,,,0,0,0
130862,,,184.001733,47.920411,,,0.332000,0.332902,0.001000,0.33298,0.00150,-17,250,,,,,,,0,0,0
130943,,,242.705325,55.251478,,,0.291600,0.291676,0.001000,0.29181,0.00147,-31,250,,,,,,,0,0,0
130945,,,245.334371,55.005489,,,0.266700,0.266736,0.001000,0.26688,0.00145,-34,250,,,,,,,0,0,0
140152,,,162.392683,57.615731,,,0.208000,0.208636,0.001000,0.20879,0.00142,-39,250,,,,,,,0,0,0
150254,,,183.211067,47.145761,,,0.274200,0.275083,0.001000,0.27516,0.00146,-19,250,,,,,,,0,0,0
150455,,,243.690308,56.159969,,,0.063100,0.063144,0.001000,0.06336,0.00134,-59,250,,,,,,,0,0,0
150457,,,161.353250,57.217892,,,0.302700,0.303394,0.001000,0.30352,0.00148,-28,250,,,,,,,0,0,0
150509,,,241.234529,54.878142,,,0.292700,0.292801,0.001000,0.29293,0.00147,-31,250,,,,,,,0,0,0
150522,,,151.369817,1.856136,,,0.229200,0.230638,0.001000,0.23054,0.00143,24,250,,,,,,,0,0,0
151034,,,185.137538,46.666147,,,0.131900,0.132685,0.001000,0.13281,0.00138,-33,250,,,,,,,0,0,0
151425,,,243.965338,54.443211,,,0.327200,0.327264,0.001000,0.32739,0.00149,-28,250,,,,,,,0,0,0
160039,,,184.975038,48.140275,,,0.270000,0.270850,0.001000,0.27093,0.00146,-20,250,,,,,,,0,0,0
160066,,,186.588150,46.595925,,,0.530000,0.531052,0.001000,0.53111,0.00162,-11,250,,,,,,,0,0,0
160070,,,243.192417,54.873725,,,0.358900,0.358975,0.001000,0.35909,0.00151,-26,250,,,,,,,0,0,0
160126,,,163.283533,57.201261,,,0.359500,0.360228,0.001000,0.36034,0.00151,-24,250,,,,,,,0,0,0
160197,,,241.617425,53.871806,,,0.353500,0.353608,0.001000,0.35372,0.00151,-26,250,,,,,,,0,0,0
160198,,,242.904796,53.970267,,,0.348900,0.348986,0.001000,0.34910,0.00151,-26,250,,,,,,,0,0,0
160200,,,242.607563,54.149575,,,0.423400,0.423495,0.001000,0.42360,0.00155,-22,250,,,,,,,0,0,0
160214,,,213.822033,54.298928,,,0.630000,0.630610,0.001000,0.63069,0.00169,-14,250,,,,,,,0,0,0
160287,,,212.875296,52.483231,,,0.509200,0.509815,0.001000,0.50989,0.00161,-15,250,,,,,,,0,0,0
170078,,,186.183167,47.668144,,,0.320000,0.320887,0.001000,0.32096,0.00149,-17,250,,,,,,,0,0,0
170428,,,243.618471,54.003022,,,0.300000,0.300072,0.001000,0.30020,0.00148,-30,250,,,,,,,0,0,0
170532,,,243.274954,55.730844,,,0.107200,0.107254,0.001000,0.10752,0.00136,-72,250,,,,,,,0,0,0
180166,,,242.842654,55.064200,,,0.147500,0.147567,0.001000,0.14778,0.00138,-55,250,,,,,,,0,0,0
180313,,,244.318833,55.379439,,,0.510000,0.510059,0.001000,0.51016,0.00161,-20,250,,,,,,,0,0,0
180561,,,334.462446,1.468442,,,0.230000,0.228531,0.001000,0.22865,0.00143,-29,250,,,,,,,0,0,0
190209,,,333.081971,1.035947,,,0.368100,0.366478,0.001000,0.36656,0.00152,-19,250,,,,,,,0,0,0
190230,,,333.936971,0.422539,,,0.140000,0.138644,0.001000,0.13880,0.00138,-42,250,,,,,,,0,0,0
190237,,,243.255275,55.486039,,,0.229300,0.229362,0.001000,0.22952,0.00143,-39,250,,,,,,,0,0,0
190260,,,333.966821,-0.825158,,,0.144800,0.143442,0.001000,0.14359,0.00138,-39,250,,,,,,,0,0,0
190340,,,334.134446,0.473294,,,0.139600,0.138244,0.001000,0.13840,0.00138,-42,250,,,,,,,0,0,0
200132,,,334.493988,-0.696892,,,0.210000,0.208562,0.010000,0.20868,0.01005,-29,250,,,,,,,0,0,1
300179,,,351.141988,0.227000,,,0.180400,0.178957,0.001000,0.17911,0.00140,-40,250,,,,,,,0,0,0
310025,,,35.704996,-4.897872,,,0.157600,0.156668,0.001000,0.15680,0.00139,-35,250,,,,,,,0,0,0
310039,,,36.215563,-3.344772,,,0.172500,0.171559,0.001000,0.17170,0.00140,-35,250,,,,,,,0,0,0
310042,,,351.451079,-1.723219,,,0.240000,0.238492,0.001000,0.23861,0.00144,-29,250,,,,,,,0,0,0
310051,,,353.411625,-0.552478,,,0.272000,0.270453,0.001000,0.27057,0.00146,-28,250,,,,,,,0,0,0
310073,,,53.446917,-28.913206,,,0.150000,0.149575,0.010000,0.14953,0.01005,11,250,,,,,,,0,0,1
310090,,,351.308363,-0.605108,,,0.348500,0.346855,0.001000,0.34696,0.00150,-22,250,,,,,,,0,0,0
310091,,,353.126392,-0.104656,,,0.509000,0.507162,0.001000,0.50725,0.00161,-17,250,,,,,,,0,0,0
310146,,,52.486575,-28.741931,,,0.480000,0.479427,0.010000,0.47941,0.01008,4,250,,,,,,,0,0,1
310161,,,352.965904,-0.660444,,,0.254000,0.252474,0.001000,0.25260,0.00145,-29,250,,,,,,,0,0,0
310188,,,35.277638,-4.519644,,,0.320000,0.318927,0.010000,0.31901,0.01006,-20,250,,,,,,,0,0,1
310238,,,35.526792,-3.233292,,,0.285000,0.283954,0.001000,0.28405,0.00147,-23,250,,,,,,,0,0,0
310260,,,36.168913,-5.104308,,,0.520000,0.518789,0.010000,0.51885,0.01008,-13,250,,,,,,,0,0,1
310574,,,352.985933,0.536272,,,0.238000,0.236490,0.001000,0.23662,0.00144,-32,250,,,,,,,0,0,0
320099,,,36.067500,-3.916022,,,0.381000,0.379891,0.001000,0.37997,0.00152,-18,250,,,,,,,0,0,0
320258,,,34.747996,-4.880739,,,0.342000,0.340900,0.001000,0.34098,0.00150,-19,250,,,,,,,0,0,0
320469,,,34.418313,-4.837083,,,0.372000,0.370868,0.001000,0.37095,0.00152,-18,250,,,,,,,0,0,0
330022,,,35.324088,-2.949125,,,0.264900,0.263865,0.001000,0.26397,0.00145,-25,250,,,,,,,0,0,0
330023,,,35.798058,-2.780092,,,0.181600,0.180642,0.001000,0.18078,0.00140,-34,250,,,,,,,0,0,0
330083,,,129.495604,43.297681,,,0.223000,0.223729,0.001000,0.22386,0.00143,-31,250,,,,,,,0,0,0
330089,,,36.190275,-4.822142,,,0.349800,0.348724,0.001000,0.34881,0.00151,-18,250,,,,,,,0,0,0
330106,,,130.008958,43.741856,,,0.530000,0.530911,0.001000,0.53099,0.00162,-15,250,,,,,,,0,0,0
330107,,,132.582567,44.273364,,,0.230000,0.230752,0.001000,0.23087,0.00143,-30,250,,,,,,,0,0,0
330112,,,37.121379,-4.147019,,,0.209900,0.208950,0.001000,0.20906,0.00142,-28,250,,,,,,,0,0,0
330128,,,36.822821,-3.821314,,,0.322000,0.320954,0.001000,0.32104,0.00149,-20,250,,,,,,,0,0,0
330143,,,351.579138,0.480781,,,0.188100,0.186648,0.001000,0.18680,0.00141,-39,250,,,,,,,0,0,0
330146,,,36.717679,-3.120553,,,0.136000,0.135097,0.001000,0.13526,0.00138,-42,250,,,,,,,0,0,0
340169,,,131.362642,43.067325,,,0.390200,0.391058,0.001000,0.39115,0.00153,-19,250,,,,,,,0,0,0
340211,,,34.854446,-4.053931,,,0.292800,0.291738,0.001000,0.29183,0.00147,-22,250,,,,,,,0,0,0
340218,,,35.011538,-3.808633,,,0.163400,0.162446,0.001000,0.16259,0.00139,-36,250,,,,,,,0,0,0
340222,,,36.330242,-3.471808,,,0.255600,0.254595,0.001000,0.25470,0.00145,-25,250,,,,,,,0,0,0
340229,,,35.879008,-2.860444,,,0.142000,0.141076,0.001000,0.14123,0.00138,-42,250,,,,,,,0,0,0
340232,,,52.663154,-28.993972,,,0.152000,0.151560,0.001000,0.15152,0.00139,10,250,,,,,,,0,0,0
340242,,,54.287621,-27.790361,,,0.453000,0.452474,0.001000,0.45246,0.00157,4,250,,,,,,,0,0,0
340272,,,36.059621,-5.416567,,,0.196500,0.195546,0.001000,0.19566,0.00141,-29,250,,,,,,,0,0,0
340276,,,53.782238,-28.622353,,,0.440000,0.439473,0.001000,0.43945,0.00156,4,250,,,,,,,0,0,0
340316,,,35.845592,-2.676936,,,0.150000,0.149068,0.001000,0.14922,0.00139,-40,250,,,,,,,0,0,0
340334,,,163.263063,57.806372,,,0.306000,0.306684,0.001000,0.30681,0.00148,-28,250,,,,,,,0,0,0
350027,,,163.119250,57.807197,,,0.305000,0.305683,0.001000,0.30581,0.00148,-28,250,,,,,,,0,0,0
350047,,,163.261975,58.136344,,,0.233000,0.233637,0.001000,0.23378,0.00143,-36,250,,,,,,,0,0,0
350050,,,161.079675,58.076194,,,0.404000,0.404724,0.001000,0.40483,0.00154,-23,250,,,,,,,0,0,0
350078,,,130.662642,43.784150,,,0.300000,0.300781,0.001000,0.30089,0.00148,-24,250,,,,,,,0,0,0
350080,,,130.634896,43.998889,,,0.285000,0.285768,0.001000,0.28588,0.00147,-25,250,,,,,,,0,0,0
350083,,,130.138013,44.373875,,,0.367000,0.367804,0.001000,0.36790,0.00152,-21,250,,,,,,,0,0,0
350180,,,53.462729,-28.137633,,,0.290000,0.289517,0.010000,0.28949,0.01006,6,250,,,,,,,0,0,1
350192,,,148.715800,1.961664,,,0.300000,0.301497,0.010000,0.30142,0.01006,19,250,,,,,,,0,0,1
350233,,,149.466321,3.482358,,,0.168000,0.169345,0.001000,0.16924,0.00140,28,250,,,,,,,0,0,0
350235,,,184.350204,48.346244,,,0.263000,0.263844,0.001000,0.26393,0.00145,-21,250,,,,,,,0,0,0
350316,,,131.469033,43.818842,,,0.079000,0.079656,0.001000,0.07991,0.00135,-69,250,,,,,,,0,0,0
