CID IDSURVEY zHD zHDERR zCMB zCMBERR zHEL zHELERR m_b_corr m_b_corr_err_DIAG MU_SH0ES MU_SH0ES_ERR_DIAG CEPH_DIST IS_CALIBRATOR USED_IN_SH0ES_HF c cERR x1 x1ERR mB mBERR x0 x0ERR COV_x1_c COV_x1_x0 COV_c_x0 RA DEC HOST_RA HOST_DEC HOST_ANGSEP VPEC VPECERR MWEBV HOST_LOGMASS HOST_LOGMASS_ERR PKMJD PKMJDERR NDOF FITCHI2 FITPROB m_b_corr_err_RAW m_b_corr_err_VPEC biasCor_m_b biasCorErr_m_b biasCor_m_b_COVSCALE biasCor_m_b_COVADD
1282736 10 0.37805 0.00125 0.37798 0.0005 0.37908 0.0005 22.1068 0.221544 41.3598 0.223183 -9 0 0 0.069898 0.043306 -0.759674 0.41234 22.3808 0.0600398 2.00304e-05 1.10766e-06 0.00704347 -2.89043e-07 -3.69231e-08 35.8093 -6.2681 -999 -999 1.43 -15.9435 250 0.0251535 10.603 0.0155 57266.4 0.4253 64 36.9855 0.99729 0.1072 0.0083 -0.1066 0.004 1 0.011
590031 15 0.37852 0.00152 0.37859 0.001 0.377 0.001 22.1741 0.180392 41.4271 0.182401 -9 0 0 -0.118133 0.056275 -0.722859 0.60977 21.9688 0.0848285 2.92737e-05 2.28716e-06 0.0199083 -1.1343e-06 -1.13209e-07 149.073 2.0023 -999 -999 21.2403 15.3693 250 0.0158778 10.283 0.147 56647.8 0.4768 24 23.6391 0.48238 0.1195 0.0101 0.0009 0.002 1 0.001
7779 1 0.37991 0.00125 0.37986 0.0005 0.3812 0.0005 22.0429 0.218255 41.2959 0.219919 -9 0 0 -0.147113 0.050595 0.32675 0.91593 21.6827 0.0569817 3.80998e-05 1.99956e-06 0.013638 -9.13939e-07 -2.77221e-08 310.08 -0.0072 -9 -9 3.325 -10.9475 250 0.056573 11.174 0.153 53675.8 0.9082 52 40.6936 0.87168 0.1918 0.0083 0.0905 0.009 0.546 0
320099 15 0.37997 0.00152 0.37989 0.001 0.381 0.001 22.1624 0.161555 41.4154 0.163795 -9 0 0 -0.056155 0.036924 0.58051 0.33997 21.915 0.0478848 3.07617e-05 1.3567e-06 0.00232947 -2.59498e-07 -3.71178e-08 36.0675 -3.916 -999 -999 19.4702 -17.5651 250 0.0278746 10.7107 0.1 55846.3 0.3436 47 32.4132 0.94798 0.1037 0.0101 -0.0405 0.001 1 0.001
500057 15 0.38061 0.01007 0.38052 0.01 0.38 0.01 22.2084 0.186096 41.4614 0.188044 -9 0 0 -0.141546 0.030082 1.06665 0.37249 21.7566 0.0348797 3.55937e-05 1.14346e-06 0.00236254 -2.10227e-07 -2.36387e-08 214.473 53.8417 -999 -999 23.7364 -20.381 250 0.00763861 9.102 8.025 56393.7 0.4052 49 53.2311 0.31468 0.0928 0.0666 0.0908 0.003 1 0.002
110425 15 0.38092 0.00153 0.38083 0.001 0.38 0.001 22.1981 0.199616 41.4511 0.201434 -9 0 0 0.007796 0.035681 -0.198455 0.42094 22.2253 0.0473911 2.31139e-05 1.00889e-06 0.00295087 -2.63711e-07 -2.55464e-08 132.012 44.4493 -999 -999 22.0818 -19.918 250 0.022874 9.563 0.342 55555.1 0.3816 38 41.1843 0.33302 0.1107 0.0101 -0.0786 0.004 1 0.006
1299785 10 0.38129 0.00126 0.38131 0.0005 0.38182 0.0005 22.2019 0.202337 41.4549 0.20413 -9 0 0 0.046016 0.041222 0.037742 0.40977 22.2987 0.0562492 2.16036e-05 1.11922e-06 0.00662204 -2.79534e-07 -3.63863e-08 53.9115 -28.3193 -999 -999 2.15 4.6369 250 0.00870959 10.185 0.0105 56943.9 0.5939 56 17.2569 1 0.1015 0.0083 -0.0923 0.003 1 0.009
000011 15 0.38153 0.00153 0.3816 0.001 0.38 0.001 22.4245 0.217312 41.6775 0.218983 -9 0 0 0.11588 0.040225 -2.14572 0.60143 22.8895 0.0444649 1.25373e-05 5.13447e-07 0.00555042 -1.0604e-07 -1.63869e-08 149.976 2.4119 -999 -999 20.715 15.2154 250 0.0152233 11.5 0.1 55210.8 0.5195 50 47.9528 0.55592 0.121 0.0101 -0.2623 0.018 1 0.006
040150 15 0.38185 0.00153 0.38174 0.001 0.381 0.001 22.3085 0.197057 41.5615 0.198898 -9 0 0 -0.047299 0.042998 -0.249703 0.5281 22.2007 0.0549233 2.3643e-05 1.19601e-06 0.00981085 -4.526e-07 -3.27428e-08 162.098 57.1482 -999 -999 22.9221 -23.1195 250 0.00652227 8.413 0.738 55337.8 0.3893 16 15.5566 0.48431 0.1228 0.0101 -0.0507 0.002 1 0.003
580275 15 0.38248 0.00153 0.3825 0.001 0.383 0.001 22.1196 0.263796 41.3726 0.265174 -9 0 0 -0.083796 0.039481 -0.492266 0.93151 21.9555 0.0465067 2.96353e-05 1.26941e-06 0.00536672 -5.9177e-07 -2.62085e-08 54.1391 -28.6139 -999 -999 18.8483 4.8943 250 0.010939 11.33 0.127 56655.4 0.9333 18 10.9017 0.89848 0.1788 0.0101 -0.03 0.002 1 0.001
1343401 10 0.38291 0.00126 0.38284 0.0005 0.38397 0.0005 22.1148 0.204813 41.3678 0.206585 -9 0 0 -0.061217 0.038247 0.92736 0.70522 21.8298 0.0450771 3.32721e-05 1.38138e-06 0.0098271 -5.58057e-07 -3.18814e-08 34.5721 -5.6549 -999 -999 0.97 -16.4318 250 0.0206299 10.74 0.073 57394.9 0.6606 20 4.50866 0.99988 0.1314 0.0083 -0.0113 0.002 1 0.003
1281886 10 0.38402 0.00126 0.38394 0.0005 0.38493 0.0005 22.2652 0.200026 41.5182 0.20184 -9 0 0 -0.043944 0.041275 1.20074 0.41982 22.0276 0.0615099 2.77312e-05 1.57105e-06 0.00603133 -4.49885e-07 -4.68468e-08 41.7252 -1.0099 -999 -999 0.17 -18.4519 250 0.0286784 9.727 0.1685 57268.3 0.4329 64 50.0232 0.89951 0.1127 0.0083 0.023 0.002 1 0.006
360139 15 0.386 0.00153 0.38594 0.001 0.385 0.001 22.2687 0.149698 41.5217 0.152114 -9 0 0 -0.035464 0.032072 0.63592 0.29398 22.0603 0.0377986 2.69074e-05 9.36749e-07 0.000619331 -1.21758e-07 -2.30159e-08 185.739 47.5675 -999 -999 21.9203 -14.4648 250 0.011454 11.022 0.286 55972 0.3229 51 58.7126 0.21374 0.0935 0.01 -0.0573 0.002 1 0.001
1338170 10 0.38672 0.00126 0.38677 0.0005 0.3878 0.0005 22.1261 0.269458 41.3791 0.270807 -9 0 0 0.04348 0.046175 -0.428011 0.64872 22.3452 0.0598337 2.06971e-05 1.14059e-06 0.0112786 -3.85082e-07 -4.02399e-08 6.6699 -42.9641 -999 -999 0.62 10.9184 250 0.00582973 9.889 0.038 57363.7 0.753 30 22.4016 0.83904 0.1273 0.0082 -0.0309 0.005 1 0.017
550218 15 0.38744 0.00153 0.38735 0.001 0.389 0.001 22.3037 0.272138 41.5567 0.273474 -9 0 0 -0.114866 0.067041 -1.55286 0.49918 22.1766 0.0981733 2.41738e-05 2.18582e-06 0.00973059 -7.42465e-07 -9.50557e-08 332.927 0.9013 -999 -999 23.5421 -18.0615 250 0.0399972 9.1626 0.1 56556 0.4886 30 33.5566 0.29891 0.1818 0.01 -0.0534 0.01 1 0.002
050251 15 0.38781 0.00153 0.38772 0.001 0.3872 0.001 22.3772 0.282606 41.6302 0.283892 -9 0 0 -0.007223 0.049911 0.71518 0.95549 22.2227 0.0614547 2.31707e-05 1.31151e-06 0.00968526 -4.19592e-07 -3.0378e-08 214.327 53.9783 -999 -999 19.1298 -20.1373 250 0.00865436 11.401 0.015 55367.9 0.9343 31 35.9751 0.24679 0.19 0.01 -0.0791 0.002 1 0.002
420352 15 0.38895 0.01007 0.38886 0.01 0.39 0.01 22.13 0.197743 41.383 0.199578 -9 0 0 -0.105913 0.031116 0.39196 0.36548 21.8184 0.0450487 3.36238e-05 1.3951e-06 0.000112992 -2.51785e-07 -2.43844e-08 35.1822 -3.9625 -999 -999 22.9004 -17.3298 250 0.0173853 9.185 1.037 56165 0.5355 34 35.4103 0.40153 0.1099 0.0654 0.0213 0.002 1 0.002
1290779 10 0.38949 0.00513 0.38951 0.005 0.39 0.005 22.291 0.190269 41.544 0.192176 -9 0 0 -0.049076 0.03104 -0.738145 0.38318 22.2768 0.0371629 2.20428e-05 7.54486e-07 0.00149621 -1.2402e-07 -1.57383e-08 54.7233 -27.9051 -999 -999 -9 4.4344 250 0.00950024 7 2 56891.9 0.5895 40 42.4387 0.36634 0.0995 0.0333 -0.0237 0.004 1 0.006
120086 15 0.39255 0.00153 0.39262 0.001 0.391 0.001 22.2212 0.235747 41.4742 0.237288 -9 0 0 0.10879 0.045483 0.28158 0.49714 22.3766 0.0528146 2.01083e-05 9.7815e-07 0.00085674 -2.1082e-07 -3.11286e-08 150.789 2.1434 -999 -999 19.3387 15.2528 250 0.0160802 11.029 0.22 55562.3 0.6548 33 34.1161 0.41379 0.1435 0.0099 -0.1919 0.006 1 0.005
1291794 10 0.3951 0.00127 0.39512 0.0005 0.3956 0.0005 22.2147 0.20185 41.4677 0.203648 -9 0 0 -0.013841 0.038355 -0.12531 0.4642 22.1814 0.0455223 2.40673e-05 1.00909e-06 0.00236226 -2.12571e-07 -2.45945e-08 55.1693 -28.7119 -999 -999 1.11 5.079 250 0.0105775 10.935 0.035 57278 0.6804 68 44.5587 0.98757 0.1229 0.0081 -0.0614 0.002 1 0.004
1296273 10 0.39706 0.00513 0.39698 0.005 0.398 0.005 22.006 0.166358 41.259 0.168535 -9 0 0 -0.119061 0.028062 -0.156976 0.25023 21.7504 0.034763 3.57952e-05 1.14609e-06 0.000222067 -5.61107e-08 -2.12546e-08 41.0798 -0.4504 -999 -999 -9 -18.4469 250 0.0305363 8.564 0.44 56926.6 0.4512 58 78.9663 0.0349888 0.083 0.0327 0.037 0.002 1 0.005
1333438 10 0.39944 0.00127 0.39946 0.0005 0.4 0.0005 22.4589 0.286551 41.7119 0.28782 -9 0 0 0.096328 0.051949 0.53931 0.4807 22.6147 0.0628337 1.61485e-05 9.34545e-07 0.0031573 -2.14525e-07 -2.53237e-08 52.3525 -28.9967 -999 -999 -9 4.6053 250 0.00692968 10.682 0.085 57327.2 0.57 48 30.3201 0.97832 0.1616 0.0081 -0.1149 0.004 1 0.013
05D4ff 4 0.4005 0.00154 0.40048 0.001 0.402 0.001 22.2388 0.15602 41.4918 0.158339 -9 0 0 -0.007026 0.025488 -0.724544 0.12088 22.3291 0.0297076 2.10073e-05 5.74797e-07 0.000239025 -2.28081e-08 -1.09951e-08 334.084 -18.0426 -999 -999 -9 -4.4182 250 0.0245017 10.543 0.1785 53635.8 0.1271 45 65.5375 0.0243938 0.0672 0.0097 -0.0473 0.003 1 0.007
110734 15 0.40221 0.00154 0.40212 0.001 0.4013 0.001 22.2265 0.197688 41.4795 0.199524 -9 0 0 -0.065938 0.044073 0.4872 0.60542 21.9668 0.0571267 2.93286e-05 1.54315e-06 0.0104997 -6.78169e-07 -4.03646e-08 131.069 45.3442 -999 -999 19.2053 -19.8015 250 0.0211811 11.404 0.019 55570.7 0.5484 32 22.2855 0.89958 0.1374 0.0097 -0.0364 0.002 0.965 0
580312 15 0.40293 0.00154 0.40286 0.001 0.404 0.001 22.2948 0.289144 41.5478 0.290402 -9 0 0 -0.214869 0.047313 -0.553118 1.12411 21.8709 0.0494548 3.20375e-05 1.4593e-06 0.0175765 -8.80308e-07 -2.68797e-08 35.2534 -4.8171 -999 -999 20.9924 -16.2303 250 0.0189272 10.527 0.1 56654.4 0.9935 14 19.6553 0.14139 0.1974 0.0097 0.1065 0.011 0.962 0
1329615 10 0.40368 0.00127 0.40361 0.0005 0.40474 0.0005 22.363 0.212116 41.616 0.213828 -9 0 0 -0.013501 0.040562 -0.472817 0.55457 22.3792 0.0535749 2.00602e-05 9.89855e-07 0.00531422 -2.76545e-07 -2.42614e-08 35.4427 -5.6398 -999 -999 2.15 -15.6076 250 0.0203055 10.908 0.0845 57305 0.7613 55 31.1568 0.99605 0.1313 0.008 -0.0642 0.002 1 0.004
06D3ed 4 0.40463 0.00154 0.40454 0.001 0.404 0.001 22.4217 0.163837 41.6747 0.166047 -9 0 0 -0.076405 0.022346 -0.391332 0.080522 22.3311 0.0239744 2.0968e-05 4.62999e-07 -0.000117487 -3.69846e-09 -8.39597e-09 214.699 52.7566 -999 -999 -9 -18.6561 250 0.00715005 9.512 0.205 53876.2 0.1406 41 38.7854 0.56949 0.0588 0.0097 0.0355 0.002 1 0.009
350050 15 0.40483 0.00154 0.40472 0.001 0.404 0.001 22.0843 0.200221 41.3373 0.202033 -9 0 0 -0.011177 0.036624 -0.300281 0.43382 22.0414 0.0552467 2.73796e-05 1.39319e-06 -2.90547e-05 -4.08888e-07 -2.58403e-08 161.08 58.0762 -999 -999 19.3822 -22.7096 250 0.00900712 10.504 0.336 55923.2 0.5123 41 44.4521 0.32844 0.1376 0.0097 -0.105 0.003 0.98 0
05D4dt 4 0.4055 0.00154 0.40547 0.001 0.407 0.001 22.5277 0.132801 41.7807 0.135518 -9 0 0 -0.054287 0.024078 -0.984383 0.10459 22.5406 0.0271623 1.72886e-05 4.32516e-07 -4.62367e-05 -7.27864e-09 -7.95454e-09 333.608 -17.6711 -999 -999 -9 -4.5444 250 0.0220721 10.429 0.115 53609.6 0.1714 50 76.3253 0.00965899 0.0641 0.0096 -0.0169 0.003 1 0.004
1308314 10 0.40646 0.00514 0.40648 0.005 0.407 0.005 22.4384 0.166642 41.6914 0.168815 -9 0 0 -0.056722 0.02876 -0.022674 0.27399 22.3186 0.0344198 2.12111e-05 6.72431e-07 0.00184289 -8.38127e-08 -1.41665e-08 53.4156 -28.9407 -999 -999 0.74 4.7308 250 0.0067592 7.522 0.1385 56977.7 0.3574 60 61.6305 0.4175 0.0795 0.0321 -0.0002 0.002 1 0.006
1341370 10 0.40895 0.00514 0.409 0.005 0.41 0.005 22.4472 0.2385 41.7002 0.240024 -9 0 0 0.016428 0.037626 1.09764 0.56368 22.3959 0.0552182 1.97541e-05 1.00465e-06 0.00908268 -4.28569e-07 -2.73718e-08 8.9639 -44.6767 -999 -999 1.15 11.6538 250 0.00870372 8.648 0.0555 57376.3 0.3842 24 16.9695 0.84996 0.1156 0.0319 0.0074 0.003 1 0.012
1306390 10 0.4092 0.00128 0.40911 0.0005 0.41009 0.0005 22.4875 0.36265 41.7405 0.363654 -9 0 0 0.15735 0.067065 0.011752 0.91245 22.851 0.0846061 1.29898e-05 1.01224e-06 0.00948699 -3.21297e-07 -4.4396e-08 43.3164 -0.0301 -999 -999 0.3 -17.8427 250 0.0556373 10.29 0.073 57280.6 1.6731 60 13.3325 1 0.2124 0.0079 -0.1737 0.008 1 0.017
450339 15 0.40935 0.00154 0.40927 0.001 0.4104 0.001 22.4531 0.273629 41.7061 0.274957 -9 0 0 -0.035779 0.056921 0.8724 0.64135 22.2264 0.10137 2.30917e-05 2.15606e-06 0.01046 -1.11744e-06 -6.49733e-08 36.2874 -3.3534 -999 -999 20.7122 -16.8624 250 0.0204271 10.546 0.197 56251.4 0.4644 31 38.0192 0.18005 0.1944 0.0096 -0.0398 0.002 0.949 0
06D4cq 4 0.40949 0.00154 0.40947 0.001 0.411 0.001 22.4254 0.170063 41.6784 0.172193 -9 0 0 -0.04525 0.021758 0.42847 0.094911 22.2952 0.0258727 2.16733e-05 5.16466e-07 -0.00015791 -6.81114e-09 -8.91083e-09 334.231 -17.712 -999 -999 -9 -4.6097 250 0.0233001 9.107 0.088 53947.4 0.104 41 63.4928 0.0136734 0.0582 0.0096 0.0205 0.002 1 0.01
020090 15 0.41004 0.00154 0.40995 0.001 0.4094 0.001 22.4306 0.278663 41.6836 0.279968 -9 0 0 -0.013278 0.045191 0.32073 0.90738 22.3072 0.056404 2.14355e-05 1.11358e-06 0.0016285 -3.85031e-07 -2.17802e-08 212.879 53.5796 -999 -999 18.6754 -18.8531 250 0.0110757 11.32 0.273 55272.2 0.9616 38 32.306 0.72953 0.1964 0.0095 -0.0875 0.002 0.959 0
1307277 10 0.41123 0.00128 0.41114 0.0005 0.41216 0.0005 22.409 0.316941 41.662 0.318089 -9 0 0 0.061551 0.058005 -0.210951 0.81507 22.5756 0.0781798 1.67396e-05 1.20536e-06 0.0121794 -6.1684e-07 -3.72929e-08 41.7388 -0.2355 -999 -999 0.16 -17.9482 250 0.0304936 10.612 0.013 57284.2 0.8368 61 30.5216 0.99962 0.1975 0.0079 -0.1072 0.004 1 0.009
530251 15 0.4114 0.00154 0.41131 0.001 0.413 0.001 22.5805 0.241171 41.8335 0.242677 -9 0 0 0.065034 0.051722 0.024134 0.47787 22.7025 0.0646448 1.48938e-05 8.86778e-07 0.00436228 -2.02428e-07 -3.23566e-08 334.634 1.1149 -999 -999 22.5524 -17.7142 250 0.0656649 9.3809 0.1 56492.7 0.5132 53 41.0817 0.88333 0.145 0.0095 -0.1279 0.007 1 0.006
520071 15 0.41161 0.00154 0.41152 0.001 0.411 0.001 22.5601 0.146641 41.8131 0.149106 -9 0 0 -0.059074 0.039141 -0.200691 0.43189 22.4019 0.0511883 1.96451e-05 9.2619e-07 0.00611896 -2.46684e-07 -2.92856e-08 215.504 53.6193 -999 -999 19.7077 -19.0392 250 0.00617008 10.641 0.319 56461.5 0.4301 47 30.1342 0.97351 0.1013 0.0095 -0.0576 0.002 0.94 0
1315296 10 0.41266 0.00128 0.41258 0.0005 0.41363 0.0005 22.5363 0.329022 41.7893 0.330128 -9 0 0 0.045007 0.046929 -0.059558 1.05102 22.7104 0.0561378 1.47852e-05 7.64465e-07 0.0145127 -3.93943e-07 -2.07876e-08 40.3016 -0.7644 -999 -999 0.8 -17.8003 250 0.0291161 9.821 0.065 57007 1.1393 34 23.7268 0.90596 0.1861 0.0079 -0.0262 0.005 1 0.016
04D2fp 4 0.41657 0.00155 0.41664 0.001 0.415 0.001 22.4765 0.146745 41.7295 0.149208 -9 0 0 -0.056956 0.027318 0.37739 0.12792 22.2787 0.0266956 2.20047e-05 5.41041e-07 -0.000274875 -1.34785e-08 -1.04412e-08 149.867 2.321 -999 -999 -9 14.1928 250 0.0169583 10.235 0.2175 53107.5 0.1615 17 24.307 0.11133 0.0774 0.0095 -0.0184 0.002 1 0.004
05D2dw 4 0.41857 0.00155 0.41864 0.001 0.417 0.001 22.3644 0.200288 41.6174 0.202099 -9 0 0 -0.022405 0.024501 1.14278 0.16297 22.2005 0.0280547 2.36471e-05 6.11026e-07 0.000421259 -4.04873e-08 -1.11843e-08 149.634 2.0322 -999 -999 -9 14.2622 250 0.016778 8.815 0.196 53454.4 0.1282 22 24.3589 0.3287 0.068 0.0094 0.0216 0.003 1 0.014
440162 15 0.41936 0.00155 0.41927 0.001 0.421 0.001 22.4333 0.190697 41.6863 0.192599 -9 0 0 -0.094462 0.037522 0.88133 0.6031 22.0813 0.0471893 2.63919e-05 1.14707e-06 0.0056997 -4.2214e-07 -2.09294e-08 353.266 -0.9127 -999 -999 18.8394 -19.1608 250 0.0302407 11.5 0.008 56215.9 0.5574 45 49.5954 0.29508 0.1369 0.0094 0.0177 0.002 0.924 0
550137 15 0.41939 0.00155 0.41931 0.001 0.421 0.001 22.2074 0.220996 41.4604 0.22264 -9 0 0 0.043221 0.059105 0.5774 0.59892 22.1839 0.0936407 2.40126e-05 2.071e-06 0.0139591 -8.00776e-07 -8.59574e-08 334.754 0.0297 -999 -999 22.1279 -16.7532 250 0.0799025 10.086 0.1 56560 0.55 35 24.7665 0.90079 0.1563 0.0094 -0.1244 0.004 0.946 0
1289600 10 0.4196 0.00129 0.41962 0.0005 0.42019 0.0005 22.6132 0.222992 41.8662 0.224621 -9 0 0 0.039665 0.027905 1.26529 0.26197 22.6288 0.0322152 1.5939e-05 4.72933e-07 0.000381508 -4.48019e-08 -9.28438e-09 52.0477 -27.8629 -999 -999 0.58 3.563 250 0.00805708 9.712 0.051 57283.1 0.368 56 18.2358 1 0.0846 0.0078 0.0273 0.005 1 0.015
05D3cf 4 0.41965 0.00155 0.41956 0.001 0.419 0.001 22.5451 0.234205 41.7981 0.235757 -9 0 0 0.000776 0.026866 -0.262506 0.17416 22.668 0.0273966 1.53752e-05 3.87964e-07 0.000135134 -1.88988e-08 -7.35815e-09 214.223 52.3451 -999 -999 -9 -17.8067 250 0.0105752 9.609 0.138 53418.8 0.2119 26 22.5105 0.66047 0.0768 0.0094 0.0293 0.003 1 0.02
1340454 10 0.41995 0.00129 0.41997 0.0005 0.42047 0.0005 22.1864 0.293175 41.4394 0.294415 -9 0 0 0.11821 0.03894 1.40686 0.48058 22.4404 0.0523321 1.89593e-05 9.13831e-07 0.0071964 -2.91422e-07 -2.3166e-08 54.7539 -27.8432 -999 -999 1.07 4.133 250 0.00913462 9.909 0.019 57375.3 0.3655 35 48.129 0.0688039 0.1138 0.0078 0.0437 0.014 1 0.026
550202 15 0.42036 0.00155 0.42027 0.001 0.422 0.001 22.5813 0.343127 41.8343 0.344188 -9 0 0 -0.221439 0.10031 0.48719 0.62175 22.0402 0.0886705 2.74105e-05 2.23858e-06 0.0191866 -7.11415e-07 -1.96361e-07 351.8 -0.7829 -999 -999 22.4133 -19.0342 250 0.0398156 9.751 0.1 56571.6 0.8119 13 9.86245 0.70514 0.2361 0.0094 0.1631 0.014 0.951 0
1306626 10 0.42088 0.00129 0.4209 0.0005 0.4214 0.0005 22.3648 0.174351 41.6178 0.17643 -9 0 0 -0.098018 0.030983 0.22138 0.36234 22.1111 0.0433732 2.56779e-05 1.02579e-06 0.00286789 -2.34251e-07 -1.98384e-08 54.8773 -27.239 -999 -999 0.42 3.7317 250 0.0110178 9.031 0.0555 57284.9 0.3797 67 39.2346 0.99732 0.0978 0.0078 0.0297 0.002 1 0.005
110430 15 0.42094 0.00155 0.42085 0.001 0.42 0.001 22.475 0.248656 41.728 0.250117 -9 0 0 0.011272 0.04499 -0.895791 0.57244 22.5292 0.052703 1.74712e-05 8.48072e-07 0.00192966 -2.8559e-07 -1.97015e-08 132.249 44.8657 -999 -999 22.6453 -18.5355 250 0.0238118 9.14 0.492 55554 0.5143 40 57.9553 0.0329175 0.1603 0.0094 -0.1652 0.008 1 0.003
1306991 10 0.42195 0.00129 0.42199 0.0005 0.42306 0.0005 22.2806 0.269472 41.5336 0.270821 -9 0 0 -0.064849 0.058757 -0.599282 0.69131 22.1925 0.0935867 2.38241e-05 2.05356e-06 0.0180476 -1.07183e-06 -6.37895e-08 8.4681 -42.0948 -999 -999 0.25 9.5037 250 0.0101758 10.919 0.0015 57287.4 0.6456 69 39.9783 0.99801 0.1808 0.0078 -0.0284 0.002 1 0.002
04D4gg 4 0.42247 0.00155 0.42245 0.001 0.424 0.001 22.3953 0.230128 41.6483 0.231707 -9 0 0 0.073059 0.026374 1.2311 0.13835 22.4626 0.0302294 1.85764e-05 5.1721e-07 0.000444855 -2.52268e-08 -9.85769e-09 334.039 -17.2944 -999 -999 -9 -4.7472 250 0.0235249 10.057 0.3455 53246.8 0.1206 39 58.6902 0.0222457 0.0706 0.0094 -0.0294 0.007 1 0.02
1345594 10 0.42249 0.00129 0.42242 0.0005 0.4236 0.0005 22.4266 0.274122 41.6796 0.275449 -9 0 0 -0.150611 0.05089 -0.033141 1.1442 22.0767 0.0640235 2.65051e-05 1.56295e-06 0.0304899 -1.02067e-06 -3.23507e-08 33.8987 -5.5998 -999 -999 0.43 -15.2855 250 0.020174 11.19 0.154 57398 0.9724 19 11.0485 0.9222 0.185 0.0078 0.0585 0.004 1 0.002
490037 15 0.42348 0.00155 0.42355 0.001 0.4219 0.001 22.3425 0.1845 41.5955 0.186465 -9 0 0 -0.125277 0.045996 -0.01735 0.49454 22.0328 0.0745032 2.7598e-05 1.89377e-06 0.00953668 -7.20852e-07 -5.67744e-08 149.957 0.8166 -999 -999 18.3262 14.999 250 0.018912 11.417 0.238 56370.5 0.3883 40 54.5131 0.0627276 0.1323 0.0093 0.0227 0.003 0.919 0
160200 15 0.4236 0.00155 0.42349 0.001 0.4234 0.001 22.5873 0.399906 41.8403 0.400817 -9 0 0 0.15761 0.081625 -0.195418 0.91668 22.8712 0.0764405 1.27503e-05 8.9768e-07 -0.0132257 -2.20122e-07 -5.12701e-08 242.608 54.1496 -999 -999 19.85 -22.43 250 0.0101859 10.867 0.145 55711.3 1.5049 51 42.9909 0.77989 0.281 0.0093 -0.2847 0.012 0.966 0
1302523 10 0.42399 0.00129 0.42392 0.0005 0.42505 0.0005 22.4734 0.131426 41.7264 0.13417 -9 0 0 -0.025892 0.028314 0.30297 0.26502 22.3471 0.0378066 2.06621e-05 7.19479e-07 0.0025307 -9.74951e-08 -1.70537e-08 36.3176 -4.6598 -999 -999 0.79 -15.5093 250 0.0221601 10.498 0.0245 57288.8 0.2904 54 29.5942 0.99723 0.0695 0.0078 -0.054 0.002 1 0.003
1312274 10 0.42459 0.00129 0.42451 0.0005 0.42551 0.0005 22.4953 0.193961 41.7483 0.195831 -9 0 0 -0.086966 0.040404 -1.43009 0.54183 22.4835 0.0513361 1.8223e-05 8.61627e-07 0.00606064 -1.93373e-07 -2.01839e-08 42.611 -0.3617 -999 -999 0.76 -17.2348 250 0.0536945 10.494 0.1565 56977 0.6094 57 25.501 0.9999 0.1249 0.0078 -0.0063 0.003 1 0.002
1295027 10 0.42568 0.00129 0.42562 0.0005 0.42676 0.0005 22.4509 0.193594 41.7039 0.195468 -9 0 0 -0.041385 0.048736 -0.250086 0.48646 22.3682 0.0696088 2.02641e-05 1.29917e-06 0.00917402 -3.95434e-07 -4.77195e-08 35.4327 -6.9406 -999 -999 0.58 -14.06 250 0.0240351 10.091 0.0245 56910.4 0.5808 64 24.2078 1 0.1238 0.0077 -0.044 0.002 1 0.002
1258940 10 0.42602 0.00129 0.42594 0.0005 0.42694 0.0005 22.4987 0.173359 41.7517 0.175449 -9 0 0 -0.117124 0.038221 -0.153105 0.38355 22.2338 0.0558252 2.29351e-05 1.17925e-06 0.00422557 -2.7855e-07 -2.90348e-08 42.7148 -0.5251 -999 -999 3.07 -17.071 250 0.0507408 11.223 0.146 56619.5 0.4462 61 48.0759 0.88555 0.1112 0.0077 0.0222 0.003 1 0.002
050003 15 0.427 0.00155 0.42689 0.001 0.4268 0.001 22.56 0.227945 41.813 0.229539 -9 0 0 -0.00449 0.040987 1.07494 0.74091 22.4264 0.057131 1.9206e-05 1.01061e-06 0.0110615 -5.90796e-07 -2.69478e-08 242.219 55.0048 -999 -999 24.4835 -22.6864 250 0.00553362 8.371 1.435 55355.9 0.6954 39 64.4637 0.00631866 0.1489 0.0093 -0.0135 0.004 1 0.003
110542 15 0.42703 0.00155 0.42694 0.001 0.4261 0.001 22.5818 0.196477 41.8348 0.198324 -9 0 0 -0.040908 0.038051 0.56071 0.50218 22.3735 0.043671 2.01659e-05 8.11123e-07 0.000997526 -2.26761e-07 -1.33613e-08 131.82 45.2976 -999 -999 20.6194 -18.6692 250 0.0234812 10.595 0.247 55550.3 0.6432 41 44.3749 0.33137 0.1415 0.0093 -0.0515 0.002 0.895 0
110719 15 0.42793 0.00155 0.42784 0.001 0.427 0.001 23.0227 0.237078 42.2757 0.23861 -9 0 0 -0.045089 0.05145 0.54092 0.61831 22.8073 0.0571488 1.35229e-05 7.11792e-07 0.00366206 -2.26886e-07 -1.96955e-08 129.923 43.9644 -999 -999 20.5726 -18.2717 250 0.0194883 11.348 0.343 55566.7 0.8525 35 40.645 0.27313 0.1724 0.0093 -0.0486 0.002 0.894 0
